pid,age,height,weight,gp,pts,reb,ast,net_rating,season
3375,25,185.42,83.007336,8,10.9,3.9,3,23.1,2019-20
3382,25,198.12,92.98636,45,18.7,4.2,4.4,0.2,2019-20
3385,36,203.2,107.954896,58,15.4,6.3,1.5,0.6,2019-20
3277,23,208.28,108.86208,57,16.4,7.8,8,1.7,2019-20
3388,22,180.34,90.7184,37,3.3,1.3,0.6,-5.5,2019-20
3274,27,190.5,88.45044,71,10.1,2.2,0.8,5,2019-20
3268,24,200.66,90.7184,10,3,1.5,0.3,-8.1,2019-20
3140,23,182.88,83.91452,66,9.5,2.4,3.4,2.2,2019-20
3147,26,195.58,102.0582,55,6.3,1.8,0.7,-4.2,2019-20
3150,21,195.58,86.18248,11,2.9,0.9,0.4,17.1,2019-20
3153,23,195.58,109.315672,33,3,1.4,0.5,-7.1,2019-20
3157,34,205.74,108.86208,67,11.9,6.8,4,3.3,2019-20
3160,29,203.2,99.79024,18,4.3,4.8,1.2,-5.4,2019-20
3163,28,198.12,97.068688,66,15,4.3,2.9,-6.3,2019-20
3170,19,208.28,97.52228,14,4.2,1.9,0.9,-3,2019-20
3173,26,195.58,84.368112,64,5.5,1.9,1.9,9.8,2019-20
3176,27,213.36,113.398,55,8,5.8,0.9,-5.4,2019-20
3179,27,200.66,97.52228,40,4.6,2.8,0.4,-7.4,2019-20
3183,24,200.66,96.161504,17,2,2.8,0.4,8.9,2019-20
3186,28,195.58,96.161504,37,4.6,2.1,0.9,-15,2019-20
3189,24,193.04,90.7184,24,6.5,1.2,1.2,-11.1,2019-20
3196,27,205.74,100.697424,18,0.8,1.3,0.2,8.5,2019-20
3199,23,200.66,95.25432,18,3.2,0.9,0.8,-0.5,2019-20
3206,26,208.28,126.552168,57,17.7,15.2,2.7,-5,2019-20
3209,36,198.12,97.52228,21,4.6,3.7,2.4,-1.9,2019-20
3212,28,200.66,95.25432,7,2.9,3.9,0.6,-1.1,2019-20
3215,25,200.66,89.357624,54,21.8,5.1,3.7,-5.1,2019-20
3219,21,190.5,82.100152,70,8.3,2.2,1.4,-7.6,2019-20
3222,23,208.28,120.655472,22,4.4,3,0.3,1.3,2019-20
3225,27,208.28,114.758776,62,26.1,9.3,3.2,5,2019-20
3238,35,203.2,108.86208,55,3.6,2.8,0.8,-6,2019-20
3241,26,195.58,88.45044,11,1,0.6,0.1,-7.8,2019-20
3245,24,218.44,103.872568,27,5.8,4,0.7,0.2,2019-20
3251,33,208.28,117.93392,42,11.5,5.6,1.6,-1.5,2019-20
3258,27,190.5,90.7184,68,8.8,2.6,1.7,2.6,2019-20
3261,29,190.5,81.64656,49,8.6,2.3,1.3,7.4,2019-20
3271,22,205.74,115.66596,72,15.9,10.2,5.1,5,2019-20
3398,25,200.66,104.32616,65,11,3.6,2.4,-9,2019-20
3401,24,200.66,95.25432,28,7.8,3.9,0.9,-11.9,2019-20
3405,31,205.74,104.32616,5,2.8,1.4,0.6,-29,2019-20
3532,20,203.2,94.347136,61,5.6,4,0.7,-3.2,2019-20
3535,20,185.42,87.089664,59,12.3,1.9,3.9,-8.7,2019-20
3542,24,187.96,83.91452,4,0.8,0,0.3,7.6,2019-20
3545,27,195.58,99.336648,20,5.2,2.3,0.4,7.2,2019-20
3548,27,208.28,102.0582,54,15.4,4.5,1.7,-0.3,2019-20
3552,22,190.5,83.91452,51,21.1,3.8,6.8,-4,2019-20
3555,22,200.66,102.0582,63,12.3,4.5,1.8,-5.5,2019-20
3558,22,187.96,90.7184,60,7.6,3.7,2.9,5.1,2019-20
3561,31,210.82,120.20188,56,8.3,10,1.9,-1.8,2019-20
3565,25,195.58,95.25432,43,5.8,3.5,1.9,-11.8,2019-20
3568,30,198.12,99.79024,68,22.1,5.5,5.6,-1.8,2019-20
3575,33,198.12,97.52228,24,3.6,2.3,1,0,2019-20
3578,23,205.74,103.418976,12,1.7,1.6,0.2,-6.5,2019-20
3581,21,210.82,113.398,38,18.2,11.5,1.9,4,2019-20
3588,23,193.04,81.64656,66,10.9,5.8,4.1,-4.2,2019-20
3591,28,195.58,83.91452,73,6.9,3.8,3.3,1.7,2019-20
3597,26,185.42,78.017824,65,18.9,3.6,4,5.5,2019-20
3601,22,187.96,92.98636,34,5.5,2.3,2.9,-17.1,2019-20
3604,26,193.04,99.79024,36,6.8,2.1,1.2,-5,2019-20
3607,26,193.04,108.86208,39,2.7,1.5,0.4,-12.7,2019-20
3610,28,205.74,120.20188,51,9,9.8,1.6,4.2,2019-20
3614,23,198.12,95.25432,59,8.5,3.9,1.1,-0.5,2019-20
3617,31,187.96,90.7184,50,18.1,2.4,5.6,-3.4,2019-20
3620,25,182.88,83.91452,26,2,0.6,1,-0.9,2019-20
3623,25,193.04,86.18248,68,11.3,3.3,3.5,1,2019-20
3630,23,195.58,93.439952,70,26.6,4.2,6.5,2.7,2019-20
3643,24,195.58,97.52228,11,1.8,0.6,1.2,3.8,2019-20
3646,23,203.2,108.86208,1,6,5,1,22.7,2019-20
3650,25,185.42,88.45044,63,18.2,3.4,7.5,-4.5,2019-20
3529,26,208.28,102.0582,66,10.7,6.2,1.9,-1.2,2019-20
3526,27,198.12,99.79024,63,10.5,4.2,1.3,3.3,2019-20
3522,24,195.58,97.068688,35,4.5,1.9,1.1,-8.8,2019-20
3519,33,198.12,97.52228,68,8,3.3,1.3,6.4,2019-20
3408,23,198.12,90.264808,10,2,0.4,0.2,33.9,2019-20
3411,27,187.96,83.91452,3,1.7,0.7,1.7,-2,2019-20
3414,23,203.2,99.336648,47,4.7,2.8,0.5,-3.8,2019-20
3418,23,205.74,102.0582,18,3.2,1.8,0.6,-6.7,2019-20
3421,27,205.74,90.7184,62,6.6,4.5,0.4,5.7,2019-20
3424,24,180.34,79.3786,28,5.1,1.9,3,9.3,2019-20
3428,22,175.26,81.64656,33,4.9,0.9,0.8,-8.8,2019-20
3431,35,185.42,79.3786,70,17.6,5,6.7,6.9,2019-20
3434,23,203.2,106.140528,44,3,2.9,0.5,-6,2019-20
3437,24,208.28,97.068688,62,13.1,6.3,1,2,2019-20
3444,26,208.28,108.86208,39,13.9,13.8,1.2,2.5,2019-20
3447,20,193.04,88.45044,65,13.2,3.5,2.7,-4.4,2019-20
3450,24,195.58,92.98636,48,5,3.3,2,-3.2,2019-20
3454,27,213.36,108.86208,58,11.1,7.1,1.5,-8.3,2019-20
4166,29,195.58,81.192968,37,11.5,3.4,2.5,-4.1,2019-20
3460,21,185.42,86.18248,65,20.8,3.1,3,-9.2,2019-20
3467,28,190.5,90.7184,72,6.4,2.6,3.5,-0.3,2019-20
3470,34,195.58,97.52228,24,4.5,1.3,0.5,6.7,2019-20
3473,27,208.28,122.46984,22,3.9,4.6,0.7,-7.7,2019-20
3477,24,193.04,87.543256,45,23.1,3.9,6.3,-8.1,2019-20
3480,32,180.34,83.007336,57,10.5,2.1,4.6,1.5,2019-20
3483,24,208.28,104.779752,37,3.6,2.5,0.7,-6.3,2019-20
3486,22,195.58,104.32616,13,3.8,1.4,0.5,3,2019-20
3493,25,210.82,111.13004,55,5.6,3.7,0.6,-12.6,2019-20
3496,29,187.96,88.45044,66,30,4.3,8,1.4,2019-20
3499,27,195.58,95.25432,49,12.7,4.9,2.7,-4.1,2019-20
3503,26,195.58,95.25432,48,6.7,1.9,1.2,-5.3,2019-20
3506,21,208.28,106.140528,43,5.1,2.5,0.5,-1.9,2019-20
3512,28,203.2,111.13004,65,9.2,6.6,1.7,7,2019-20
3516,31,208.28,105.686936,62,18.7,5.2,1.9,5.7,2019-20
3463,34,205.74,85.275296,5,1,1.6,0.4,11.2,2019-20
4172,21,193.04,87.996848,57,8.8,2.1,2.4,-8.2,2019-20
3137,24,203.2,106.59412,62,14.4,7.7,3.7,-1.2,2019-20
4185,25,195.58,97.52228,65,10.1,6.5,1.7,-3.1,2019-20
4835,25,198.12,98.429464,60,7,4.7,1.8,4.2,2019-20
4838,27,193.04,102.511792,71,6.3,5.5,2.5,5.2,2019-20
4842,33,203.2,113.398,67,10.8,5.4,1.7,0.2,2019-20
4845,28,215.9,117.026736,68,15.1,13.5,1.5,6.2,2019-20
4848,22,203.2,104.32616,48,13.5,6.1,1.8,-8.2,2019-20
4851,31,190.5,90.7184,57,27.2,7.9,7,3.1,2019-20
4855,32,205.74,108.86208,2,2.5,3.5,1,21.2,2019-20
4858,26,190.5,88.45044,58,4.5,1.9,1.7,-4,2019-20
4861,29,198.12,97.52228,17,4.2,2.5,0.6,2.1,2019-20
4877,19,203.2,104.32616,38,6.4,3.1,0.5,-10.8,2019-20
4881,25,198.12,108.86208,69,3.4,2.1,0.5,-1.5,2019-20
4884,30,213.36,106.59412,55,15.4,8.2,1.4,3.1,2019-20
4887,29,187.96,83.91452,64,12.4,2.3,1.9,3.4,2019-20
4891,28,182.88,79.3786,56,10.3,2.8,4.7,-3.6,2019-20
4894,21,195.58,81.64656,70,19,5.9,3.3,3.5,2019-20
4897,23,195.58,92.98636,40,9.4,2.2,2.6,0.1,2019-20
4900,22,182.88,79.3786,4,2.3,0.3,0.5,-5.5,2019-20
4904,26,200.66,86.18248,43,4.9,2,1.1,6.8,2019-20
4907,25,193.04,97.52228,2,8,2,2,-7.4,2019-20
4910,24,208.28,106.59412,33,5.8,5.1,1.3,1.3,2019-20
4917,29,198.12,102.511792,59,5.5,2.8,1.8,-2.1,2019-20
4920,27,195.58,97.52228,64,20.6,3.5,6.8,1.1,2019-20
4923,24,198.12,109.769264,25,2.4,1.5,0.8,4.8,2019-20
4926,28,198.12,97.975872,4,0,0.8,0.3,2.3,2019-20
4930,32,190.5,83.91452,5,20.8,5.2,6.6,-15.3,2019-20
4933,25,195.58,99.336648,52,5.1,3.5,1,2.4,2019-20
4936,26,210.82,120.20188,63,10.9,9.3,2.3,4.4,2019-20
4940,23,200.66,92.98636,56,9,1.9,1.9,-0.6,2019-20
4943,23,208.28,100.697424,28,3,2.5,0.3,0.2,2019-20
4832,20,193.04,97.975872,32,2.5,1.3,0.4,8.9,2019-20
4946,28,185.42,86.18248,71,6.5,2.7,5,1.1,2019-20
4828,28,193.04,92.98636,56,3.3,2.7,0.6,0.8,2019-20
4822,22,205.74,103.418976,47,4.6,2.9,1.1,-1.4,2019-20
4691,22,200.66,105.233344,69,10.6,5.3,1.6,6.2,2019-20
4698,22,203.2,111.13004,49,7.6,4.5,1,-8.5,2019-20
4704,22,200.66,95.25432,19,1.9,1.4,0.4,11.6,2019-20
4708,27,203.2,89.811216,14,11.9,3.4,1.8,3.2,2019-20
4711,35,195.58,111.13004,72,6.9,6.6,1.6,3,2019-20
4714,21,200.66,104.32616,58,12.2,5.4,2.1,-6.3,2019-20
4717,23,198.12,92.98636,29,5.8,1.9,2.2,-5.7,2019-20
4721,26,205.74,104.32616,60,22.9,7.3,3.5,8.8,2019-20
4724,27,195.58,94.800728,67,5.4,4.2,1.6,3.5,2019-20
4727,31,185.42,81.64656,51,7.9,5.2,3.6,10.2,2019-20
4731,24,200.66,82.100152,37,4.6,2.3,2.1,0.6,2019-20
4734,31,203.2,106.59412,59,4.9,2.6,0.7,2.5,2019-20
4740,31,185.42,81.64656,66,11.6,1.6,1.8,4.1,2019-20
4744,30,203.2,99.79024,48,21.5,5.7,3.9,8.7,2019-20
4747,35,200.66,116.573144,51,11.6,5.7,1.6,9.3,2019-20
4753,25,198.12,95.25432,10,3.1,1.7,0.8,16.3,2019-20
4763,27,185.42,81.64656,44,5.1,1.2,1.1,4.5,2019-20
4766,23,190.5,92.98636,11,1.1,0.6,1,-13.7,2019-20
4773,20,198.12,97.068688,56,14.3,5,2.6,-9.1,2019-20
4776,34,185.42,81.64656,48,7.1,3,5,1.4,2019-20
4780,28,185.42,81.64656,54,5.1,1.1,1.8,2.8,2019-20
4786,22,190.5,94.800728,20,3.1,1,0.3,-6.9,2019-20
4789,29,198.12,92.98636,29,8.1,2.3,1.4,-5.8,2019-20
4793,30,190.5,94.347136,31,11.9,3,4.1,6.7,2019-20
4799,26,208.28,106.59412,44,12.3,8.1,1,1.2,2019-20
4802,29,190.5,86.18248,65,13,4.7,8.8,4,2019-20
4806,29,200.66,94.800728,70,12.4,6.6,1.3,0.9,2019-20
4812,22,203.2,107.501304,29,5.2,4.4,0.9,6.1,2019-20
4819,32,213.36,127.459352,66,5.4,2.4,0.7,0.6,2019-20
4825,27,203.2,94.347136,21,11,3.4,1.5,0.6,2019-20
4949,26,203.2,99.79024,67,19.8,4.2,1.5,2.7,2019-20
4953,24,226.06,141.067112,7,3.3,2.1,0.1,12.7,2019-20
4956,35,205.74,105.233344,62,6.1,4.3,0.8,-12.5,2019-20
5086,28,190.5,84.368112,39,7,1.9,1.9,-5.7,2019-20
5090,30,210.82,113.398,2,1,2,0,33.3,2019-20
5103,26,195.58,89.811216,14,2.9,1.6,0.9,-8.3,2019-20
5106,37,213.36,106.59412,26,1.3,2.5,0.2,5.7,2019-20
5109,24,182.88,88.904032,65,7.4,1.6,4.4,-2.3,2019-20
5116,40,203.2,106.59412,4,3,4,0.3,-20.2,2019-20
5122,24,200.66,91.171992,8,1.9,1.4,0.4,-9.7,2019-20
5126,28,193.04,96.615096,19,14.5,3.9,2.9,-1.1,2019-20
5129,43,198.12,99.79024,60,5,2.1,0.8,-8.1,2019-20
5132,26,213.36,106.59412,22,1.9,2,0.4,-6.5,2019-20
5135,23,203.2,107.047712,14,1.2,0.7,0.2,-6,2019-20
5139,32,193.04,93.893544,36,5.1,1.8,1.2,-3.1,2019-20
5142,21,205.74,122.46984,43,11.3,9.4,1.2,-0.5,2019-20
5145,23,205.74,92.98636,30,2.1,1.7,0.3,-7.2,2019-20
5149,25,198.12,88.45044,52,5.8,2.5,1.2,-0.5,2019-20
5152,33,193.04,99.79024,67,7.4,2.5,1.4,12.2,2019-20
5155,29,195.58,82.100152,58,15.1,6.3,3.7,5.8,2019-20
5162,26,203.2,93.893544,2,0,1,0.5,-51.3,2019-20
5165,26,213.36,108.86208,54,7.2,5.8,1.3,-5.5,2019-20
5168,26,210.82,113.398,31,6.1,4.3,0.9,-2.6,2019-20
5171,33,203.2,106.59412,35,5.9,4.1,1.1,-6.4,2019-20
5178,27,182.88,80.739376,50,4.4,1,1.4,-1.8,2019-20
5181,25,203.2,97.52228,18,2,1.1,0.3,4,2019-20
5184,22,210.82,113.398,11,7,6.3,1.5,6.5,2019-20
5188,25,198.12,90.7184,60,25.5,4.8,4.2,-4.4,2019-20
5191,22,195.58,92.98636,5,2,1.2,0.6,-32.3,2019-20
5198,21,190.5,92.98636,7,1.1,0.3,0.3,-12.3,2019-20
5201,19,198.12,128.820128,24,22.5,6.3,2.1,5.1,2019-20
5204,24,195.58,99.79024,4,3,2.3,0.8,-23.9,2019-20
5083,20,195.58,88.45044,55,13.5,4.1,2.2,-1.7,2019-20
5080,22,203.2,115.66596,13,1.8,1.1,0.1,-9.8,2019-20
5070,22,195.58,88.45044,31,3.3,1.5,1.4,-13.5,2019-20
5067,28,193.04,90.7184,47,4.3,1.1,0.4,0.4,2019-20
4959,19,193.04,106.140528,6,5.7,1.2,1,-9.5,2019-20
4962,25,208.28,92.98636,3,1.3,1,0,-43.4,2019-20
4966,26,200.66,98.883056,64,12.1,6,1.8,1.3,2019-20
4969,23,195.58,97.52228,41,2.4,1.3,1.3,0.1,2019-20
4972,23,193.04,91.171992,72,7.5,3.3,1.6,7.9,2019-20
4975,22,198.12,86.18248,56,3.9,1.3,0.9,-4,2019-20
4979,29,198.12,93.439952,69,14.7,3.2,1.2,-2.5,2019-20
4982,26,185.42,86.18248,63,18,4.4,4.1,-9,2019-20
4985,36,198.12,97.52228,41,2.2,2.3,0.6,3.9,2019-20
4989,32,203.2,106.59412,64,10.3,4.9,1.8,-6.2,2019-20
4992,27,198.12,99.336648,20,2.8,1.2,0.8,-6.8,2019-20
4998,24,195.58,96.161504,33,3.6,1.6,1.7,-4.6,2019-20
5002,22,208.28,112.490816,46,13.2,7.2,1.8,-6.6,2019-20
5005,23,213.36,100.243832,60,4.7,2.8,0.7,-8,2019-20
4175,26,182.88,81.64656,2,1,1,1,-14.9,2019-20
5008,29,182.88,77.11064,27,3.6,1.2,3.4,-6.9,2019-20
5015,25,200.66,99.79024,47,7.8,2.7,0.6,-1.3,2019-20
5018,27,203.2,102.511792,72,19.6,6.9,3.2,3.1,2019-20
5021,28,200.66,95.25432,65,9.9,3.9,5.4,-1.5,2019-20
5024,22,208.28,112.490816,58,4.9,4.6,0.4,0.1,2019-20
5028,28,198.12,96.615096,59,8,1.9,2.2,-5.5,2019-20
5031,29,200.66,100.243832,58,5.4,3.3,0.8,-5.7,2019-20
5034,21,185.42,81.64656,60,29.6,4.3,9.3,-4.9,2019-20
5041,22,177.8,79.3786,11,3.6,1.1,1.5,8.4,2019-20
5047,26,195.58,99.336648,55,4.4,2.7,0.8,-6.2,2019-20
5051,35,203.2,97.52228,53,8,4.6,1.7,-0.3,2019-20
5054,27,182.88,83.91452,33,7.4,1.5,2.5,2,2019-20
5057,24,205.74,106.140528,63,6.4,5.7,1.1,-2.4,2019-20
5060,29,205.74,115.212368,57,12,10.1,2.1,-10.1,2019-20
5064,20,198.12,97.52228,69,10.4,5.6,2.6,-5.5,2019-20
5011,28,195.58,92.98636,71,15.8,3.3,1.9,5.9,2019-20
4685,27,190.5,97.52228,52,16,3.7,1.8,4.6,2019-20
4688,27,208.28,104.779752,24,2.4,3,0.3,-15.7,2019-20
4678,29,210.82,117.93392,62,19.6,10.9,3.6,0.9,2019-20
4309,23,205.74,104.32616,10,1.7,1.2,0.5,-28.9,2019-20
4313,21,200.66,86.18248,56,12.2,4.1,3.8,-6.1,2019-20
4316,20,200.66,97.52228,65,6.4,2.8,0.9,-7.3,2019-20
4319,31,203.2,113.851592,56,17.6,9.8,3.2,-8,2019-20
4322,20,193.04,92.079176,50,10,3.2,2.2,-11.2,2019-20
4326,24,205.74,100.697424,20,3.4,3.3,1,-18.3,2019-20
4329,27,205.74,105.686936,48,4.4,4.6,1,-7.1,2019-20
4332,28,200.66,100.697424,62,20.9,6.2,4.3,12.4,2019-20
4335,24,190.5,95.25432,8,2.1,0.1,0.4,-28.7,2019-20
4348,22,208.28,90.7184,5,1.4,0.6,0.4,19.6,2019-20
4352,26,190.5,92.98636,51,7.3,3.6,3.4,-0.1,2019-20
4355,24,220.98,108.86208,57,20.4,9.5,1.8,6.9,2019-20
4358,23,185.42,84.821704,45,7.4,2.7,2.9,-8.4,2019-20
4362,23,208.28,97.975872,2,1,1.5,0,-6.7,2019-20
4365,26,205.74,104.32616,67,5.8,4.3,2.4,-3,2019-20
4368,22,185.42,75.749864,3,1.3,0.3,0.3,-45.8,2019-20
4371,39,200.66,96.161504,58,6.7,2.1,1.2,5.4,2019-20
4375,24,203.2,100.243832,61,12.8,4.5,1.3,4.9,2019-20
4378,34,182.88,88.904032,58,19.4,5,7.5,6,2019-20
4381,30,205.74,113.398,29,3.5,4,1.8,-4.9,2019-20
4384,28,187.96,88.45044,20,27.4,5.2,6.4,-0.4,2019-20
4388,34,210.82,113.398,53,18.9,7.4,2.4,-3.2,2019-20
4397,32,203.2,102.0582,7,3.4,1.9,0.9,-24.2,2019-20
4401,23,193.04,86.18248,53,9.3,1.9,1.9,4.3,2019-20
4404,28,185.42,90.7184,66,10.3,2.3,1.5,-4.4,2019-20
4407,27,200.66,111.13004,56,10.1,7.3,2.2,-5.1,2019-20
4410,23,213.36,108.86208,50,14.7,6.3,1.5,-2,2019-20
4414,35,205.74,113.398,67,25.3,7.8,10.2,8.5,2019-20
4682,24,208.28,116.573144,36,3.7,3.4,0.8,-5,2019-20
4299,27,195.58,92.532768,69,9.3,2.1,1.6,3.5,2019-20
4420,22,198.12,86.18248,63,11.8,6.1,7,-0.7,2019-20
4296,30,193.04,88.45044,68,8.8,4.3,1.4,0.8,2019-20
4290,24,187.96,86.18248,67,15.3,2.7,3.3,1.2,2019-20
4188,23,203.2,93.893544,22,9,3,1.6,2.5,2019-20
4192,30,185.42,72.57472,8,1.5,0.8,0.6,2.4,2019-20
4195,21,193.04,96.615096,62,8.6,4.3,1.6,-4.7,2019-20
4198,23,193.04,97.068688,4,2,0.8,0.8,15.5,2019-20
4202,26,195.58,90.7184,55,13.7,3.2,2.9,3.3,2019-20
4205,30,190.5,92.98636,61,19.1,4.8,6.7,0.5,2019-20
4208,27,198.12,94.800728,13,5.3,4,2,-12,2019-20
4211,24,205.74,97.068688,48,6,4.1,0.8,-2.3,2019-20
4215,25,203.2,113.398,64,19.5,9.7,3.1,-5.9,2019-20
4218,26,195.58,104.779752,10,2.8,2.1,0.8,-0.1,2019-20
4221,31,198.12,81.64656,73,8.3,3.3,1.3,1.3,2019-20
4224,25,200.66,99.79024,65,5.5,2.4,0.8,0.5,2019-20
4228,23,200.66,86.18248,36,2.5,0.9,0.5,-2.4,2019-20
4231,23,210.82,109.315672,5,1.8,1,0.4,-32,2019-20
4234,22,185.42,88.45044,9,1.4,0.6,0.8,29.9,2019-20
4237,22,182.88,86.18248,4,4.8,1.3,1.8,-32.5,2019-20
4241,24,198.12,100.697424,11,11.3,6.6,4,6.4,2019-20
4244,25,213.36,131.54168,8,17.6,10.3,4,-0.5,2019-20
4247,23,200.66,105.233344,21,1.7,1.4,0.3,12,2019-20
4250,21,203.2,97.52228,5,1.4,1,0.2,-31.7,2019-20
4254,27,185.42,90.7184,10,5,0.9,2.1,-10.1,2019-20
4260,24,210.82,112.490816,35,26.5,10.8,4.4,-1.5,2019-20
4264,29,200.66,102.0582,57,27.1,7.1,4.9,12.2,2019-20
4267,24,203.2,103.872568,44,6.5,2.9,0.7,-10.6,2019-20
4270,24,195.58,104.32616,31,6.4,3.1,0.7,-1.7,2019-20
4273,20,195.58,99.79024,17,9.1,3.4,0.9,11.3,2019-20
4280,29,210.82,108.86208,67,8.2,4.6,1.7,1.5,2019-20
4283,24,200.66,92.079176,56,18.7,6.4,1.5,0.2,2019-20
4286,30,182.88,83.460928,56,20.4,3.9,4.8,7.1,2019-20
4293,25,198.12,95.25432,39,3.5,4.8,1.5,-1,2019-20
4424,33,185.42,79.3786,65,18.2,3.1,5.6,4,2019-20
4417,21,195.58,92.532768,61,6.4,2.3,1.1,-0.4,2019-20
4430,33,203.2,104.32616,3,1.7,0.7,0,-11.3,2019-20
4427,21,200.66,92.98636,10,2,1,0.5,11,2019-20
4564,26,190.5,90.7184,13,2.1,0.8,0.2,-16,2019-20
4567,26,198.12,105.233344,25,2.4,2.7,0.6,4.2,2019-20
4571,22,208.28,98.883056,55,9.3,4.7,0.8,0.7,2019-20
4574,23,198.12,94.800728,73,9.1,4,1.8,2.9,2019-20
4577,32,185.42,79.3786,47,14.4,3.2,4.4,2.1,2019-20
4584,28,208.28,108.86208,47,4.8,2.3,0.9,-2.3,2019-20
4587,31,200.66,107.501304,68,6,3.6,0.8,5.7,2019-20
4590,22,198.12,102.0582,65,13,5.6,1.8,-9.7,2019-20
4593,22,213.36,108.86208,61,9.7,7,0.6,-2.9,2019-20
4597,22,195.58,93.439952,10,3.5,1.7,0.4,-8.6,2019-20
4600,22,213.36,104.779752,62,5.4,4.9,0.7,0.5,2019-20
4603,25,187.96,83.007336,73,9,1.9,3.5,0.8,2019-20
4606,26,200.66,108.86208,63,18.6,7.1,1.7,6.5,2019-20
4610,23,210.82,111.13004,45,8.7,4.9,1.2,-4.2,2019-20
4613,20,218.44,111.13004,9,1.2,1.6,0.1,-50.9,2019-20
4616,26,190.5,83.460928,7,11,3.3,1.1,6.2,2019-20
4619,24,210.82,113.398,62,12.1,6.6,1.2,0.4,2019-20
4626,20,195.58,99.79024,48,3.6,2.3,0.5,-3.2,2019-20
4639,26,190.5,98.883056,5,2.8,1.4,1.6,20.2,2019-20
4642,20,205.74,119.748288,30,9,4.1,1.2,0.7,2019-20
4646,32,208.28,106.140528,72,11.5,6.4,2.8,-1,2019-20
4649,26,208.28,99.79024,61,7.4,4.9,0.9,1.3,2019-20
4655,21,195.58,92.98636,47,5.7,1.8,1.9,-3.6,2019-20
4662,31,205.74,104.32616,22,3.6,4.5,3,-3.3,2019-20
4665,21,210.82,97.52228,15,4.4,2.9,1.1,-15.6,2019-20
4668,29,205.74,107.047712,60,6.6,3,1.4,-4.3,2019-20
4672,25,187.96,86.18248,10,1.4,0.6,0.6,4.5,2019-20
4675,25,213.36,128.820128,73,19.9,9.7,7,4.5,2019-20
4557,22,205.74,113.398,12,3.5,0.9,0.2,0.8,2019-20
4554,28,213.36,117.93392,51,6.1,5.1,1.1,4.5,2019-20
4561,28,195.58,86.18248,45,7.2,3.3,2.4,1.4,2019-20
4548,28,208.28,108.86208,74,9.1,5.2,1.2,3.4,2019-20
4433,21,190.5,97.52228,36,6.8,2.3,0.8,4.4,2019-20
4437,21,200.66,104.32616,61,28.8,9.4,8.8,5.3,2019-20
4440,20,208.28,102.965384,3,5.3,3.3,2,8.8,2019-20
4443,24,195.58,93.439952,28,15.8,3.5,4.1,-2.1,2019-20
4446,24,218.44,113.398,36,6,2.3,0.9,-3.6,2019-20
4453,27,195.58,103.872568,54,16.5,4.9,7.1,2.3,2019-20
4456,27,200.66,95.25432,28,1.3,0.6,0.4,15.9,2019-20
4459,23,193.04,84.821704,55,11.2,2.7,1.4,-1.9,2019-20
4466,22,190.5,90.7184,55,10.3,2.9,2.1,-10.5,2019-20
4469,23,190.5,86.18248,1,2,0,0,-30.4,2019-20
4476,35,210.82,115.66596,44,7.5,6.3,3.3,10.1,2019-20
4479,34,195.58,99.79024,57,6.3,1.7,1.2,1.5,2019-20
4551,23,195.58,97.52228,19,2.1,0.5,0.2,-15,2019-20
4486,26,190.5,99.79024,60,12.9,3.8,4.9,7.3,2019-20
4489,24,195.58,89.811216,4,2.8,1.8,0.3,-23.2,2019-20
4482,30,203.2,98.883056,62,16.7,5,1.4,1.5,2019-20
4495,22,190.5,94.800728,72,12.1,3.3,5.1,-1.7,2019-20
4544,24,195.58,97.52228,2,2.5,0.5,0,105.8,2019-20
4541,27,200.66,99.79024,62,5.8,3.9,1.1,1.2,2019-20
4538,29,190.5,90.7184,57,3.1,1.3,3.2,-1.2,2019-20
4492,25,203.2,99.79024,53,4.8,3.5,0.9,-9.5,2019-20
4531,23,187.96,90.264808,4,0.5,0.8,0.3,17.5,2019-20
4528,23,195.58,91.171992,65,4.7,1.6,1.2,2.4,2019-20
4535,25,193.04,86.18248,41,4.9,1.5,0.5,4.2,2019-20
4518,34,203.2,107.501304,58,5.9,3.2,1,-2.8,2019-20
4515,21,210.82,106.59412,13,14.2,7.5,0.8,-12.6,2019-20
4512,22,205.74,108.86208,59,9.3,6.2,1.9,-9.5,2019-20
4508,22,208.28,112.944408,1,0,2,0,57.1,2019-20
4502,25,198.12,91.171992,44,3.9,1.7,1,-2.6,2019-20
4499,30,203.2,111.13004,58,9.7,3.8,1.3,-5.8,2019-20
4525,30,210.82,115.212368,61,7.2,5.2,2.5,-1,2019-20
4162,24,180.34,83.91452,30,7.6,1.6,4.2,-5.8,2019-20
5178,28,182.88,80.739376,10,5.6,1.9,2.2,-0.4,2020-21
5201,20,200.66,128.820128,61,27,7.2,3.7,2.1,2020-21
5194,20,205.74,108.86208,42,3.2,1.5,0.2,-10.5,2020-21
5188,26,195.58,90.7184,58,27.4,5,4.9,-0.8,2020-21
5181,26,205.74,97.52228,50,4.4,3.2,0.8,-2.7,2020-21
5175,22,203.2,111.13004,59,6.6,4.3,1.3,2.9,2020-21
5165,27,213.36,108.86208,53,5.3,4.5,0.7,9.4,2020-21
3780,28,213.36,108.86208,47,6.6,4,1.7,4.6,2020-21
3784,27,180.34,86.18248,4,6.3,3,3,-11.1,2020-21
3787,22,193.04,90.7184,33,2.7,0.9,0.6,-3.6,2020-21
3790,27,185.42,89.357624,52,19.6,4.2,6.3,3.3,2020-21
